date,route_id,trade_volume_tonnes,shipping_delay_days,freight_cost_usd,container_availability_index,port_congestion_index,fuel_cost_index,commodity_price_index,weather_disruption_score,geopolitical_risk_score,route_status,carbon_emissions_tonnes
2018-05-06,R00032,25666.9,10.44,4524.79,51.9,69.37,61.38,58.12,25.76,96.2,Delayed,10893.03
2018-05-13,R00032,30474.52,10.4,4565.2,61.62,74.82,64.14,36.93,11.73,76.76,Delayed,12933.38
2018-05-20,R00032,35413.24,4.99,4396.06,71.61,39.85,60.07,42.01,17.12,56.79,Normal,15029.38
2018-05-27,R00032,31216.19,5.39,4512.02,63.12,19.51,67.27,39.23,98.71,73.76,Delayed,13248.15
2018-06-03,R00032,39153.52,8.6,4447.33,79.17,42.2,58.68,37.0,51.03,41.66,Delayed,16616.75
2018-06-10,R00032,27029.83,10.31,4705.5,54.66,99.58,73.6,68.75,32.6,90.69,Delayed,11471.46
2018-06-17,R00032,31550.49,7.46,4491.29,63.8,53.47,63.13,60.8,49.16,72.41,Delayed,13390.03
2018-06-24,R00032,29622.07,3.14,4293.74,59.9,42.51,55.71,36.96,34.39,80.21,Normal,12571.6
2018-07-01,R00032,44692.35,7.83,4371.39,90.37,83.47,54.65,55.34,50.67,19.26,Delayed,18967.43
2018-07-08,R00032,27063.38,7.89,4489.19,54.72,47.96,62.41,35.59,18.68,90.55,Delayed,11485.7
2018-07-15,R00032,33179.45,9.73,4473.14,67.09,76.45,58.88,48.82,95.16,65.82,Delayed,14081.36
2018-07-22,R00032,33103.24,7.07,4490.13,66.94,94.59,63.57,59.23,18.65,66.13,Delayed,14049.02
2018-07-29,R00032,31206.48,9.99,4530.56,63.1,43.28,62.37,54.57,87.83,73.8,Delayed,13244.03
2018-08-05,R00032,30798.74,6.92,4428.18,62.28,53.77,59.64,45.24,4.38,75.45,Delayed,13070.98
2018-08-12,R00032,34670.01,5.27,4337.03,70.1,70.7,55.77,42.36,98.35,59.79,Delayed,14713.95
2018-08-19,R00032,44886.99,5.41,4289.83,90.76,92.25,52.43,35.5,13.61,18.47,Delayed,19050.04
2018-08-26,R00032,28227.98,11.41,4490.0,57.08,78.93,57.77,56.84,71.86,85.84,Delayed,11979.96
2018-09-02,R00032,46907.32,2.31,4405.71,94.85,17.64,64.28,64.19,50.65,10.3,Normal,19907.47
2018-09-09,R00032,31586.86,3.92,4389.61,63.87,65.12,61.07,63.83,9.2,72.26,Normal,13405.47
2018-09-16,R00032,47552.73,5.05,4302.73,96.15,41.67,53.77,41.25,94.9,7.69,Delayed,20181.38
2018-09-23,R00032,37706.5,2.09,4350.0,76.24,60.35,60.87,45.08,24.25,47.51,Normal,16002.64
2018-09-30,R00032,26233.09,5.32,4430.6,53.04,14.14,61.93,68.72,0.18,93.91,Delayed,11133.32
2018-10-07,R00032,44825.06,4.72,4323.3,90.64,16.5,55.58,54.82,58.81,18.72,Normal,19023.75
2018-10-14,R00032,25291.64,8.2,4470.69,51.14,32.94,60.77,48.66,78.12,97.72,Delayed,10733.77
2018-10-21,R00032,43957.71,6.31,4425.81,88.88,30.54,60.29,58.85,93.43,22.23,Delayed,18655.65
2018-10-28,R00032,46856.15,6.35,4336.47,94.75,28.83,54.29,70.06,91.56,10.51,Delayed,19885.75
2018-11-04,R00032,43164.89,5.96,4441.19,87.28,97.66,61.79,57.99,78.06,25.44,Delayed,18319.18
2018-11-11,R00032,31304.58,9.52,4527.61,63.3,47.76,62.8,59.39,56.07,73.4,Delayed,13285.66
2018-11-18,R00032,28415.26,9.43,4565.07,57.46,40.65,65.42,53.87,42.41,85.09,Delayed,12059.44
2018-11-25,R00032,34753.57,7.7,4528.19,70.27,45.56,65.27,46.26,27.19,59.45,Delayed,14749.41
2018-12-02,R00032,38365.12,9.13,4374.53,77.58,99.3,53.11,25.78,25.92,44.85,Delayed,16282.16
2018-12-09,R00032,26138.99,8.04,4385.7,52.85,80.24,55.31,36.71,24.76,94.29,Delayed,11093.39
2018-12-16,R00032,46388.9,6.84,4470.63,93.8,49.77,62.58,40.29,72.04,12.4,Delayed,19687.45
2018-12-23,R00032,36100.13,8.24,4498.45,73.0,76.53,62.57,49.33,41.47,54.01,Delayed,15320.89
2018-12-30,R00032,49321.66,2.86,4391.1,99.73,26.82,62.58,47.96,77.61,0.54,Normal,20932.11
2019-01-06,R00032,34505.51,6.12,4706.6,69.77,10.63,79.26,40.93,67.06,60.46,Delayed,14644.14
2019-01-13,R00032,48218.62,6.02,4458.34,97.5,52.54,62.85,54.5,36.16,5.0,Delayed,20463.98
2019-01-20,R00032,25957.72,8.85,4557.45,52.49,66.1,65.68,39.39,77.54,95.02,Delayed,11016.46
2019-01-27,R00032,32763.27,9.47,4556.1,66.25,34.52,64.77,60.45,66.3,67.5,Delayed,13904.73
2019-02-03,R00032,25135.43,5.79,4459.92,50.82,45.55,63.26,60.54,66.93,98.35,Delayed,10667.48
2019-02-10,R00032,27302.19,10.97,4490.94,55.21,50.69,58.42,51.79,9.87,89.59,Delayed,11587.05
2019-02-17,R00032,25306.91,7.95,4511.08,51.17,95.66,63.79,51.34,41.06,97.66,Delayed,10740.25
2019-02-24,R00032,36760.35,8.24,4402.1,74.33,93.36,56.14,44.09,18.79,51.34,Delayed,15601.09
2019-03-03,R00032,27738.31,9.7,4471.49,56.09,62.98,58.82,45.72,73.65,87.82,Delayed,11772.14
2019-03-10,R00032,32245.22,6.19,4382.58,65.2,7.63,57.57,48.82,65.81,69.6,Delayed,13684.87
2019-03-17,R00032,35545.11,7.19,4445.11,71.87,27.79,60.41,47.22,53.87,56.25,Delayed,15085.34
2019-03-24,R00032,25515.79,7.34,4615.61,51.59,28.32,71.57,56.71,93.78,96.81,Delayed,10828.9
2019-03-31,R00032,34949.42,8.51,4325.44,70.67,42.35,50.66,52.97,70.45,58.66,Delayed,14832.53
2019-04-07,R00032,38376.99,9.76,4541.87,77.6,21.52,63.43,49.71,86.12,44.8,Delayed,16287.19
2019-04-14,R00032,38561.99,2.0,4214.26,77.97,18.66,51.94,41.37,6.83,44.05,Normal,16365.71
2019-04-21,R00032,38491.3,2.34,4306.68,77.83,4.34,57.64,26.68,54.46,44.34,Normal,16335.71
2019-04-28,R00032,47238.31,5.6,4488.85,95.52,73.93,65.44,54.7,44.17,8.96,Delayed,20047.94
2019-05-05,R00032,38310.31,4.59,4391.72,77.46,38.33,60.32,36.39,62.0,45.07,Normal,16258.9
2019-05-12,R00032,28682.02,7.53,4365.05,58.0,42.5,54.61,60.93,59.83,84.01,Delayed,12172.65
2019-05-19,R00032,43597.4,9.13,4424.07,88.16,57.97,56.42,52.04,73.24,23.69,Delayed,18502.74
2019-05-26,R00032,44035.61,1.82,4382.59,89.04,11.87,63.4,41.6,11.74,21.92,Normal,18688.71
2019-06-02,R00032,25319.5,9.45,4429.49,51.2,50.89,56.35,51.6,88.63,97.61,Delayed,10745.59
2019-06-09,R00032,27934.19,10.57,4522.87,56.48,49.03,61.08,47.67,98.59,87.03,Delayed,11855.27
2019-06-16,R00032,31068.19,12.94,4557.46,62.82,94.62,60.23,36.87,47.58,74.36,Disrupted,13185.34
2019-06-23,R00032,42700.56,6.1,4368.41,86.34,85.49,56.74,53.23,22.68,27.32,Delayed,18122.12
2019-06-30,R00032,48145.63,7.36,4603.24,97.35,99.13,70.72,57.32,59.36,5.3,Delayed,20433.01
2019-07-07,R00032,48973.0,3.38,4410.26,99.03,72.42,63.17,32.97,63.68,1.95,Normal,20784.14
2019-07-14,R00032,39540.61,11.98,4382.84,79.95,94.13,49.87,46.77,68.26,40.09,Delayed,16781.04
2019-07-21,R00032,25671.51,10.72,4523.54,51.91,75.35,60.93,61.76,88.05,96.18,Delayed,10894.99
2019-07-28,R00032,27308.78,9.9,4443.56,55.22,28.66,56.69,32.52,73.93,89.56,Delayed,11589.85
2019-08-04,R00032,49122.14,2.92,4417.52,99.33,64.73,64.26,56.17,6.57,1.35,Normal,20847.44
2019-08-11,R00032,31171.77,2.5,4285.66,63.03,30.3,56.04,21.6,14.97,73.94,Normal,13229.3
2019-08-18,R00032,25628.63,5.06,4387.8,51.82,84.34,59.43,45.02,29.54,96.36,Delayed,10876.79
2019-08-25,R00032,48363.68,3.32,4399.39,97.79,52.18,62.52,72.2,98.32,4.41,Normal,20525.55
2019-09-01,R00032,28256.31,9.36,4547.43,57.14,61.53,64.33,67.03,53.68,85.73,Delayed,11991.98
2019-09-08,R00032,34543.77,6.49,4334.99,69.85,48.37,54.0,50.32,66.02,60.3,Delayed,14660.38
2019-09-15,R00032,25088.92,6.53,4400.75,50.73,21.38,58.33,41.47,52.94,98.54,Delayed,10647.74
2019-09-22,R00032,26636.79,5.04,4360.46,53.86,14.31,57.63,50.64,54.87,92.28,Delayed,11304.65
2019-09-29,R00032,31608.05,2.93,4304.71,63.91,31.6,56.73,53.19,52.94,72.17,Normal,13414.46
2019-10-06,R00032,47508.72,4.84,4524.4,96.06,4.71,68.83,47.89,54.61,7.87,Normal,20162.7
2019-10-13,R00032,27380.93,4.83,4422.11,55.37,18.67,62.02,59.11,64.82,89.27,Normal,11620.47
2019-10-20,R00032,29936.29,8.19,4364.52,60.53,58.04,53.7,35.24,51.41,78.94,Delayed,12704.96
2019-10-27,R00032,45170.9,2.08,4405.73,91.34,20.44,64.59,55.02,69.54,17.33,Normal,19170.53
2019-11-03,R00032,48796.62,4.07,4535.82,98.67,77.95,70.61,56.65,93.62,2.66,Normal,20709.29
2019-11-10,R00032,24744.07,6.5,4502.58,50.03,28.71,65.16,50.32,31.65,99.93,Delayed,10501.38
2019-11-17,R00032,43502.7,6.16,4304.54,87.96,8.92,52.4,49.78,97.56,24.07,Delayed,18462.55
2019-11-24,R00032,45379.79,3.8,4334.81,91.76,4.98,57.58,53.96,7.83,16.48,Normal,19259.18
2019-12-01,R00032,40249.66,4.86,4487.42,81.39,86.52,66.33,51.88,43.31,37.23,Normal,17081.96
2019-12-08,R00032,38178.13,3.82,4318.58,77.2,36.93,56.46,46.07,62.8,45.6,Normal,16202.8
2019-12-15,R00032,45389.83,2.51,4378.76,91.78,38.44,62.22,53.64,40.78,16.44,Normal,19263.44
2019-12-22,R00032,44597.57,3.19,4417.09,90.18,32.73,63.87,60.93,18.12,19.64,Normal,18927.21
2019-12-29,R00032,33441.85,3.67,4299.09,67.62,69.36,55.37,34.28,38.37,64.76,Normal,14192.72
2020-01-05,R00032,44021.05,8.42,4190.48,89.01,85.87,41.79,19.84,84.51,21.98,Delayed,18682.53
2020-01-12,R00032,43060.6,7.22,3999.42,87.07,16.41,30.66,33.9,96.81,25.86,Delayed,18274.92
2020-01-19,R00032,48791.85,4.96,4070.55,98.66,51.89,38.41,40.13,23.62,2.68,Normal,20707.26
2020-01-26,R00032,45087.54,6.47,4141.3,91.17,92.48,41.12,40.83,57.51,17.66,Delayed,19135.15
2020-02-02,R00032,29883.62,9.14,4142.5,60.43,45.54,37.63,37.86,88.83,79.15,Delayed,12682.61
2020-02-09,R00032,47671.75,4.43,4199.53,96.39,92.92,47.71,28.95,30.16,7.21,Normal,20231.89
2020-02-16,R00032,29395.99,6.87,4087.52,59.44,29.74,36.99,49.11,0.44,81.12,Delayed,12475.66
2020-02-23,R00032,28334.43,6.09,4123.88,57.29,66.42,40.46,36.84,9.59,85.41,Delayed,12025.13
2020-03-01,R00032,44552.8,0.0,4032.06,90.09,21.72,42.46,24.98,1.22,19.82,Normal,18908.21
2020-03-08,R00032,36146.82,7.79,4256.74,73.09,89.22,47.04,25.21,83.63,53.82,Delayed,15340.71
2020-03-15,R00032,40013.42,5.14,4052.65,80.91,25.63,36.97,14.66,55.53,38.18,Delayed,16981.69
2020-03-22,R00032,36754.52,6.48,4215.8,74.32,58.39,46.07,32.94,46.85,51.36,Delayed,15598.62
2020-03-29,R00032,45453.43,3.15,4088.71,91.91,87.54,42.04,41.73,27.73,16.18,Normal,19290.43
2020-04-05,R00032,47436.21,2.83,4030.3,95.92,80.18,38.56,41.41,65.33,8.16,Normal,20131.93
2020-04-12,R00032,41140.49,3.94,4128.32,83.19,23.84,43.62,43.71,18.5,33.62,Normal,17460.03
2020-04-19,R00032,25064.82,9.98,4235.22,50.68,31.08,42.7,26.77,83.75,98.64,Delayed,10637.51
2020-04-26,R00032,44238.11,4.52,4084.05,89.45,59.19,39.9,22.46,63.35,21.1,Normal,18774.65
2020-05-03,R00032,26647.62,9.94,4227.7,53.88,49.7,42.24,22.46,70.58,92.23,Delayed,11309.25
2020-05-10,R00032,36327.4,4.96,4104.11,73.46,9.47,40.65,14.22,74.28,53.09,Normal,15417.35
2020-05-17,R00032,40385.49,3.91,4109.28,81.66,8.07,42.4,34.66,69.81,36.68,Normal,17139.6
2020-05-24,R00032,28982.95,8.61,4232.08,58.6,15.59,44.32,35.72,21.0,82.79,Delayed,12300.37
2020-05-31,R00032,28766.83,2.62,4160.91,58.17,12.15,47.55,20.06,6.68,83.66,Normal,12208.64
2020-06-07,R00032,48258.75,2.75,4015.2,97.58,11.21,37.67,28.59,16.61,4.84,Normal,20481.01
2020-06-14,R00032,34254.47,8.39,4305.03,69.26,76.76,49.47,34.66,21.11,61.47,Delayed,14537.6
2020-06-21,R00032,34081.42,6.27,4048.12,68.91,78.83,35.17,36.13,7.69,62.17,Delayed,14464.16
2020-06-28,R00032,44426.15,3.53,4087.78,89.83,0.18,41.47,38.56,63.92,20.34,Normal,18854.46
2020-07-05,R00032,36012.81,7.29,4201.81,72.82,14.17,44.06,21.69,91.5,54.36,Delayed,15283.83
2020-07-12,R00032,30508.77,8.8,4215.95,61.69,96.84,42.98,22.3,25.38,76.62,Delayed,12947.92
2020-07-19,R00032,26592.17,7.73,4147.15,53.77,67.26,39.82,27.22,15.88,92.46,Delayed,11285.72
2020-07-26,R00032,34426.54,6.64,4147.09,69.61,53.52,41.27,40.73,1.2,60.78,Delayed,14610.63
2020-08-02,R00032,42930.25,8.21,4163.42,86.81,88.59,40.27,25.62,55.01,26.39,Delayed,18219.6
2020-08-09,R00032,29536.56,5.66,4107.54,59.72,66.35,39.94,36.49,41.28,80.55,Delayed,12535.32
2020-08-16,R00032,41136.15,1.87,4107.12,83.18,28.8,44.97,26.55,46.51,33.64,Normal,17458.18
2020-08-23,R00032,36719.23,2.75,4098.9,74.25,21.95,43.25,26.45,62.89,51.5,Normal,15583.64
2020-08-30,R00032,29200.4,7.06,4130.05,59.04,21.71,39.57,32.78,99.11,81.91,Delayed,12392.65
2020-09-06,R00032,38737.02,13.13,4334.94,78.33,99.89,45.15,32.4,95.56,43.34,Disrupted,16439.99
2020-09-13,R00032,41929.91,2.25,4086.33,84.78,23.54,43.08,55.5,39.72,30.43,Normal,17795.05
2020-09-20,R00032,44880.73,2.95,4126.97,90.75,23.32,44.85,32.04,8.48,18.5,Normal,19047.38
2020-09-27,R00032,26999.25,7.61,4210.48,54.59,18.96,44.2,21.53,67.86,90.81,Delayed,11458.48
2020-10-04,R00032,33660.35,8.2,4145.76,68.06,52.59,39.1,31.5,15.71,63.87,Delayed,14285.45
2020-10-11,R00032,41089.72,3.17,4059.23,83.09,52.63,40.04,19.23,13.45,33.83,Normal,17438.48
2020-10-18,R00032,39567.29,3.05,4125.4,80.01,46.94,44.62,36.93,1.08,39.99,Normal,16792.36
2020-10-25,R00032,38995.88,2.16,4100.36,78.85,44.1,44.14,25.69,16.78,42.3,Normal,16549.85
2020-11-01,R00032,44551.65,6.1,4146.05,90.09,27.59,41.93,39.81,61.39,19.83,Delayed,18907.72
2020-11-08,R00032,37585.26,6.06,4152.57,76.0,52.25,42.41,40.54,5.13,48.0,Delayed,15951.19
2020-11-15,R00032,36037.25,6.54,4222.99,72.87,2.28,46.47,27.06,43.81,54.26,Delayed,15294.21
2020-11-22,R00032,26400.65,9.19,4177.97,53.38,21.57,39.93,28.69,77.65,93.23,Delayed,11204.44
2020-11-29,R00032,43950.16,5.56,4165.14,88.87,55.06,43.91,34.98,8.06,22.26,Delayed,18652.45
2020-12-06,R00032,39352.92,7.1,4156.56,79.57,26.71,41.29,20.1,81.36,40.85,Delayed,16701.38
2020-12-13,R00032,29688.56,3.72,4088.11,60.03,9.12,41.24,25.85,36.16,79.94,Normal,12599.83
2020-12-20,R00032,28766.13,5.42,4191.31,58.17,62.71,45.85,50.83,67.98,83.67,Delayed,12208.34
2020-12-27,R00032,25014.52,8.0,4228.58,50.58,88.89,44.89,33.19,44.04,98.84,Delayed,10616.16
2021-01-03,R00032,39232.69,3.31,4422.4,79.33,38.69,64.07,50.16,16.77,41.34,Normal,16650.36
2021-01-10,R00032,25357.86,10.68,4606.64,51.27,85.64,66.53,57.22,96.22,97.45,Delayed,10761.88
2021-01-17,R00032,36167.3,7.47,4446.21,73.13,86.05,60.11,38.08,33.71,53.74,Delayed,15349.4
2021-01-24,R00032,25376.33,13.25,4611.34,51.31,61.69,63.41,46.07,62.03,97.38,Disrupted,10769.72
2021-01-31,R00032,27425.85,7.22,4416.39,55.46,44.65,58.45,40.22,9.72,89.09,Delayed,11639.53
2021-02-07,R00032,31278.89,8.55,4490.52,63.25,47.19,61.62,63.61,72.04,73.51,Delayed,13274.76
2021-02-14,R00032,35901.96,8.11,4447.58,72.6,78.03,59.35,23.51,80.53,54.81,Delayed,15236.79
2021-02-21,R00032,48194.62,3.82,4378.97,97.45,81.04,60.48,34.89,3.66,5.1,Normal,20453.8
2021-02-28,R00032,33823.79,4.29,4425.7,68.39,10.65,62.98,49.58,1.61,63.21,Normal,14354.82
2021-03-07,R00032,47778.84,6.27,4359.28,96.61,8.96,55.91,60.26,99.78,6.78,Delayed,20277.34
2021-03-14,R00032,33834.64,12.69,4705.85,68.41,86.25,70.46,53.51,86.85,63.17,Disrupted,14359.42
2021-03-21,R00032,44898.53,5.35,4326.72,90.79,69.1,54.97,42.52,29.99,18.43,Delayed,19054.94
2021-03-28,R00032,47521.19,3.63,4276.77,96.09,75.28,53.93,38.63,42.43,7.82,Normal,20167.99
2021-04-04,R00032,27390.08,6.72,4516.38,55.38,51.44,65.79,25.46,99.17,89.23,Delayed,11624.35
2021-04-11,R00032,32129.15,7.98,4514.1,64.97,89.79,63.96,49.65,32.18,70.07,Delayed,13635.61
2021-04-18,R00032,48642.76,0.0,4342.01,98.36,35.1,63.12,66.87,19.15,3.28,Normal,20643.99
2021-04-25,R00032,38766.51,8.57,4513.77,78.39,82.46,63.14,63.1,5.47,43.23,Delayed,16452.51
2021-05-02,R00032,37827.49,7.9,4452.33,76.49,60.06,59.94,37.89,74.73,47.02,Delayed,16053.98
2021-05-09,R00032,35045.68,7.19,4371.62,70.86,98.82,55.51,42.14,55.67,58.27,Delayed,14873.39
2021-05-16,R00032,37598.85,7.17,4444.22,76.03,94.09,60.38,54.95,54.24,47.95,Delayed,15956.95
2021-05-23,R00032,27624.11,4.94,4343.31,55.86,50.73,56.61,62.52,29.08,88.29,Normal,11723.67
2021-05-30,R00032,35361.49,5.63,4480.97,71.5,52.88,64.88,73.26,0.81,57.0,Delayed,15007.42
2021-06-06,R00032,44544.56,4.03,4364.79,90.07,86.38,59.26,44.47,89.46,19.86,Normal,18904.71
2021-06-13,R00032,25919.51,11.07,4454.64,52.41,73.15,55.87,35.65,52.22,95.18,Delayed,11000.24
2021-06-20,R00032,39634.51,7.29,4416.88,80.14,50.69,58.39,42.84,24.43,39.71,Delayed,16820.89
2021-06-27,R00032,41195.56,2.86,4383.45,83.3,25.21,62.06,46.39,40.38,33.4,Normal,17483.4
2021-07-04,R00032,44449.13,4.38,4340.47,89.88,4.96,57.18,33.29,6.31,20.24,Normal,18864.21
2021-07-11,R00032,35113.34,9.67,4426.85,71.0,94.16,55.89,49.65,22.42,58.0,Delayed,14902.1
2021-07-18,R00032,38711.76,7.56,4464.61,78.28,7.73,61.22,52.01,38.48,43.45,Delayed,16429.27
2021-07-25,R00032,40747.86,1.84,4350.42,82.39,9.94,61.22,31.44,38.99,35.21,Normal,17293.39
2021-08-01,R00032,40201.91,3.42,4325.6,81.29,62.63,57.47,18.08,28.54,37.42,Normal,17061.69
2021-08-08,R00032,34208.15,8.53,4430.4,69.17,0.7,57.64,49.27,66.99,61.66,Delayed,14517.94
2021-08-15,R00032,35833.85,7.04,4453.36,72.46,96.24,61.16,46.17,91.59,55.09,Delayed,15207.89
2021-08-22,R00032,37575.66,4.8,4282.67,75.98,92.64,52.76,35.56,17.68,48.04,Normal,15947.11
2021-08-29,R00032,25628.67,11.13,4412.26,51.82,96.56,52.96,43.29,91.37,96.36,Delayed,10876.81
2021-09-05,R00032,32080.66,11.1,4463.31,64.87,85.2,56.41,38.05,46.38,70.26,Delayed,13615.03
2021-09-12,R00032,25872.69,9.31,4465.46,52.32,78.68,58.93,40.06,46.99,95.37,Delayed,10980.37
2021-09-19,R00032,36248.34,9.43,4507.17,73.3,93.5,61.55,38.95,66.26,53.41,Delayed,15383.8
2021-09-26,R00032,32493.2,3.43,4474.38,65.7,26.27,67.38,41.25,54.65,68.59,Normal,13790.11
2021-10-03,R00032,43355.78,2.27,4404.9,87.67,48.64,64.29,29.23,15.53,24.67,Normal,18400.19
2021-10-10,R00032,48916.69,4.12,4365.53,98.91,19.91,59.2,47.73,63.83,2.18,Normal,20760.24
2021-10-17,R00032,28962.57,7.45,4442.68,58.56,64.03,59.9,49.71,3.52,82.87,Delayed,12291.71
2021-10-24,R00032,32891.64,8.74,4394.71,66.51,57.21,54.99,59.07,33.83,66.98,Delayed,13959.21
2021-10-31,R00032,34344.87,3.7,4367.73,69.45,23.68,59.91,30.64,61.92,61.11,Normal,14575.96
2021-11-07,R00032,44509.96,1.59,4305.35,90.0,65.66,58.56,50.54,69.46,20.0,Normal,18890.03
2021-11-14,R00032,32159.75,6.3,4445.39,65.03,85.49,61.61,38.72,0.13,69.94,Delayed,13648.6
2021-11-21,R00032,26795.56,10.83,4449.66,54.18,43.29,55.86,25.4,98.67,91.64,Delayed,11372.03
2021-11-28,R00032,41183.66,7.9,4492.16,83.28,27.6,62.6,61.76,64.24,33.45,Delayed,17478.35
2021-12-05,R00032,33283.94,11.13,4632.77,67.3,94.8,67.66,60.29,55.07,65.4,Delayed,14125.7
2021-12-12,R00032,28994.69,3.1,4349.13,58.63,5.35,59.46,36.96,16.51,82.74,Normal,12305.35
2021-12-19,R00032,37088.66,8.14,4488.19,74.99,6.05,62.01,57.38,95.17,50.01,Delayed,15740.43
2021-12-26,R00032,48646.87,5.72,4461.44,98.37,92.41,63.45,66.65,16.32,3.27,Delayed,20645.73
2022-01-02,R00032,47293.66,5.16,4759.76,95.63,72.92,84.09,90.48,27.76,8.74,Delayed,20071.43
2022-01-09,R00032,43868.85,6.73,4859.15,88.7,95.91,88.62,81.28,15.94,22.59,Delayed,18617.94
2022-01-16,R00032,42107.06,3.94,4780.29,85.14,51.62,87.09,89.52,29.26,29.72,Normal,17870.24
2022-01-23,R00032,46583.71,7.6,4862.81,94.19,97.16,87.71,76.01,71.4,11.61,Delayed,19770.13
2022-01-30,R00032,29134.44,11.18,4839.82,58.91,62.0,81.4,76.55,54.19,82.18,Delayed,12364.66
2022-02-06,R00032,48738.81,6.36,4830.13,98.55,50.37,87.18,87.03,70.8,2.9,Delayed,20684.75
2022-02-13,R00032,47809.35,3.46,4823.53,96.67,38.26,90.61,79.9,57.73,6.66,Normal,20290.29
2022-02-20,R00032,32998.12,5.31,4964.15,66.72,23.12,97.52,80.61,96.82,66.55,Delayed,14004.4
2022-02-27,R00032,24814.76,10.13,5007.08,50.18,94.02,93.95,83.07,20.96,99.65,Delayed,10531.38
2022-03-06,R00032,36607.37,4.75,5029.31,74.02,50.03,102.61,87.83,36.69,51.96,Normal,15536.17
2022-03-13,R00032,42139.06,3.76,4691.92,85.21,70.27,81.44,85.43,88.14,29.59,Normal,17883.82
2022-03-20,R00032,39794.45,0.78,4810.75,80.47,13.54,93.32,76.52,6.36,39.07,Normal,16888.77
2022-03-27,R00032,34039.36,0.0,4720.14,68.83,3.97,88.33,77.28,6.59,62.34,Normal,14446.3
2022-04-03,R00032,45740.08,0.51,4948.5,92.49,65.58,102.88,83.55,16.2,15.02,Normal,19412.09
2022-04-10,R00032,38879.25,4.47,4701.75,78.62,22.09,81.14,87.25,20.14,42.77,Normal,16500.36
2022-04-17,R00032,31473.84,8.19,4772.59,63.64,82.48,80.91,74.57,54.04,72.72,Delayed,13357.5
2022-04-24,R00032,32048.56,3.08,4696.64,64.8,57.01,82.65,82.91,3.17,70.39,Normal,13601.41
2022-05-01,R00032,37091.27,5.35,4576.31,75.0,12.42,71.6,81.02,74.25,50.0,Delayed,15741.53
2022-05-08,R00032,46880.78,2.11,4685.15,94.79,25.97,83.19,92.91,7.23,10.41,Normal,19896.2
2022-05-15,R00032,40360.18,2.47,4667.06,81.61,22.47,81.5,82.11,5.89,36.78,Normal,17128.86
2022-05-22,R00032,29508.9,7.76,4871.78,59.67,1.19,88.09,88.47,97.44,80.66,Delayed,12523.58
2022-05-29,R00032,26386.74,1.87,4774.84,53.36,25.18,89.48,89.07,0.51,93.29,Normal,11198.53
2022-06-05,R00032,26745.51,8.37,5071.68,54.08,76.73,100.6,75.53,65.69,91.84,Delayed,11350.79
2022-06-12,R00032,48336.36,3.98,4883.13,97.74,69.84,93.89,91.76,91.19,4.52,Normal,20513.95
2022-06-19,R00032,48440.68,0.0,4637.46,97.95,10.64,82.82,87.96,32.13,4.1,Normal,20558.22
2022-06-26,R00032,49380.23,2.08,4644.18,99.85,58.36,80.49,88.21,23.2,0.3,Normal,20956.97
2022-07-03,R00032,36335.19,8.83,4930.31,73.47,61.89,90.57,96.74,97.97,53.06,Delayed,15420.65
2022-07-10,R00032,29732.76,5.38,4664.14,60.12,13.12,77.43,73.96,47.7,79.76,Delayed,12618.59
2022-07-17,R00032,26842.19,6.24,5024.26,54.28,28.63,100.28,95.78,15.26,91.45,Delayed,11391.83
2022-07-24,R00032,42658.59,8.71,5002.75,86.26,94.07,95.55,83.9,45.96,27.49,Delayed,18104.3
2022-07-31,R00032,44635.13,3.6,4721.25,90.25,23.0,83.6,87.6,2.43,19.49,Normal,18943.15
2022-08-07,R00032,34576.79,6.17,4637.22,69.92,40.88,74.58,84.6,95.94,60.17,Delayed,14674.39
2022-08-14,R00032,30873.04,4.77,4942.88,62.43,31.77,96.82,84.66,41.9,75.15,Normal,13102.52
2022-08-21,R00032,36106.36,6.0,4807.79,73.01,69.38,86.17,83.13,62.22,53.98,Delayed,15323.54
2022-08-28,R00032,41769.69,9.02,5015.27,84.46,92.57,95.97,88.5,62.31,31.08,Delayed,17727.06
2022-09-04,R00032,25834.34,8.65,4699.82,52.24,17.62,75.44,77.16,96.4,95.52,Delayed,10964.09
2022-09-11,R00032,45322.49,6.11,4757.24,91.64,84.43,82.65,90.77,69.85,16.71,Delayed,19234.87
2022-09-18,R00032,27981.22,8.9,4878.86,56.58,15.66,87.04,82.49,93.43,86.84,Delayed,11875.23
2022-09-25,R00032,26568.42,9.16,4888.43,53.72,8.32,87.34,77.44,89.09,92.56,Delayed,11275.64
2022-10-02,R00032,49303.75,1.46,4680.54,99.69,29.55,83.74,83.0,46.37,0.61,Normal,20924.51
2022-10-09,R00032,47951.56,2.24,4812.69,96.96,41.75,91.52,93.55,1.23,6.08,Normal,20350.64
2022-10-16,R00032,35551.96,11.1,4806.01,71.89,4.59,79.26,79.27,84.65,56.23,Delayed,15088.25
2022-10-23,R00032,33323.66,9.61,4876.95,67.38,88.21,85.97,89.58,13.22,65.24,Delayed,14142.56
2022-10-30,R00032,27333.26,12.52,4963.77,55.27,84.76,87.87,81.76,78.25,89.46,Disrupted,11600.24
2022-11-06,R00032,30823.58,6.86,4893.29,62.33,16.94,90.73,91.98,14.93,75.35,Delayed,13081.53
