event_id,date,event_type,severity,affected_region,duration_days,risk_increase
E005386,2021-06-14 00:00:00,Maritime Conflict,7,South America,255,40.37
E005387,2023-01-13 00:00:00,War,8,Asia,242,28.23
E005388,2024-10-28 00:00:00,Political Unrest,4,Africa,175,19.22
E005389,2023-05-26 00:00:00,Border Conflict,4,Middle East,94,19.2
E005390,2024-10-25 00:00:00,Maritime Conflict,2,South America,135,4.22
E005391,2015-12-08 00:00:00,Port Strike,6,South America,122,17.91
E005392,2017-01-08 00:00:00,Trade Sanction,1,North America,249,5.42
E005393,2025-03-07 00:00:00,Diplomatic Crisis,2,Europe,16,8.01
E005394,2020-11-12 00:00:00,Diplomatic Crisis,1,Asia,226,4.63
E005395,2022-06-09 00:00:00,Maritime Conflict,2,South America,344,7.1
E005396,2023-01-10 00:00:00,Cyber Attack,3,Asia,323,15.23
E005397,2019-04-05 00:00:00,Trade Sanction,9,Asia,354,44.43
E005398,2019-08-12 00:00:00,Terrorism,5,Middle East,241,15.28
E005399,2026-01-13 00:00:00,Export Restriction,10,Middle East,208,51.32
E005400,2025-10-15 00:00:00,Border Conflict,2,Africa,74,4.29
E005401,2018-12-25 00:00:00,Diplomatic Crisis,7,Asia,154,23.09
E005402,2025-08-09 00:00:00,Cyber Attack,10,Europe,130,30.78
E005403,2020-10-25 00:00:00,Political Unrest,2,Europe,41,10.56
E005404,2020-09-25 00:00:00,Border Conflict,6,Middle East,107,28.05
E005405,2023-05-07 00:00:00,Trade Sanction,7,Africa,294,27.77
E005406,2018-07-19 00:00:00,Maritime Conflict,3,Africa,98,11.51
E005407,2016-10-09 00:00:00,Diplomatic Crisis,8,South America,59,30.61
E005408,2019-03-28 00:00:00,Political Unrest,4,South America,90,19.62
E005409,2016-07-03 00:00:00,Terrorism,5,Europe,354,29.57
E005410,2021-01-21 00:00:00,Political Unrest,10,South America,38,28.72
E005411,2023-10-29 00:00:00,Maritime Conflict,7,Middle East,16,27.69
E005412,2015-01-18 00:00:00,Export Restriction,9,South America,13,23.52
E005413,2017-05-28 00:00:00,War,2,Asia,137,11.54
E005414,2017-05-25 00:00:00,Border Conflict,8,Asia,166,39.0
E005415,2020-11-06 00:00:00,Maritime Conflict,5,Africa,317,29.21
E005416,2018-12-10 00:00:00,War,8,Europe,115,46.38
E005417,2018-01-03 00:00:00,Port Strike,10,Middle East,255,47.11
E005418,2024-03-21 00:00:00,Cyber Attack,4,Africa,26,18.51
E005419,2015-02-01 00:00:00,War,4,Asia,360,15.95
E005420,2017-12-25 00:00:00,Maritime Conflict,9,Europe,236,52.42
E005421,2026-12-15 00:00:00,Terrorism,7,North America,170,15.24
E005422,2025-07-23 00:00:00,Diplomatic Crisis,1,Europe,42,3.12
E005423,2024-08-08 00:00:00,Diplomatic Crisis,6,Africa,29,35.83
E005424,2025-12-13 00:00:00,Political Unrest,1,Asia,81,5.37
E005425,2018-03-18 00:00:00,Trade Sanction,6,South America,71,26.58
E005426,2019-03-30 00:00:00,Terrorism,7,Asia,320,39.73
E005427,2025-07-11 00:00:00,Port Strike,10,Middle East,349,57.49
E005428,2019-01-10 00:00:00,Border Conflict,3,North America,14,15.06
E005429,2016-02-18 00:00:00,Terrorism,10,North America,136,46.33
E005430,2017-08-26 00:00:00,Diplomatic Crisis,9,South America,172,24.74
E005431,2023-11-10 00:00:00,Export Restriction,8,South America,258,34.69
E005432,2025-12-12 00:00:00,War,7,Europe,67,19.45
E005433,2023-05-27 00:00:00,Trade Sanction,4,Middle East,265,23.53
E005434,2017-11-24 00:00:00,Port Strike,3,Africa,288,11.99
E005435,2015-02-26 00:00:00,Diplomatic Crisis,5,North America,311,24.56
E005436,2020-05-02 00:00:00,Trade Sanction,8,Europe,333,32.81
E005437,2021-12-11 00:00:00,Export Restriction,9,Middle East,340,36.24
E005438,2023-05-19 00:00:00,Terrorism,7,Middle East,354,14.7
E005439,2018-02-16 00:00:00,Border Conflict,6,Middle East,59,31.84
E005440,2019-01-10 00:00:00,Terrorism,10,Middle East,253,46.7
E005441,2022-12-22 00:00:00,Cyber Attack,1,North America,90,4.32
E005442,2022-02-10 00:00:00,War,3,Middle East,193,13.18
E005443,2021-06-16 00:00:00,Political Unrest,2,North America,201,4.97
E005444,2021-07-04 00:00:00,Terrorism,4,Africa,68,12.94
E005445,2024-03-20 00:00:00,Export Restriction,4,Africa,338,18.28
E005446,2021-11-09 00:00:00,Political Unrest,4,North America,203,10.99
E005447,2018-02-03 00:00:00,Border Conflict,8,South America,271,28.33
E005448,2020-12-25 00:00:00,Cyber Attack,9,South America,54,39.41
E005449,2018-11-13 00:00:00,Trade Sanction,6,South America,208,23.13
E005450,2021-12-23 00:00:00,Diplomatic Crisis,4,South America,228,11.09
E005451,2026-05-05 00:00:00,Trade Sanction,10,Middle East,31,29.18
E005452,2017-03-18 00:00:00,Port Strike,4,South America,184,23.91
E005453,2026-10-02 00:00:00,Maritime Conflict,1,North America,324,4.05
E005454,2026-06-03 00:00:00,War,10,Middle East,293,35.71
E005455,2019-09-27 00:00:00,Maritime Conflict,6,South America,303,14.95
E005456,2023-09-03 00:00:00,Diplomatic Crisis,7,Middle East,177,15.3
E005457,2026-05-30 00:00:00,Border Conflict,4,Asia,245,9.46
E005458,2020-04-29 00:00:00,Export Restriction,9,Europe,29,41.94
E005459,2021-02-15 00:00:00,Port Strike,10,South America,119,33.05
E005460,2023-01-15 00:00:00,Trade Sanction,6,South America,41,29.32
E005461,2018-07-01 00:00:00,Cyber Attack,4,Asia,209,11.52
E005462,2015-06-27 00:00:00,Trade Sanction,4,Europe,318,17.58
E005463,2018-11-25 00:00:00,Maritime Conflict,9,Middle East,192,39.49
E005464,2021-10-05 00:00:00,Cyber Attack,5,North America,148,16.04
E005465,2026-12-29 00:00:00,Political Unrest,9,Europe,51,50.0
E005466,2024-12-28 00:00:00,Political Unrest,7,Asia,330,30.75
E005467,2015-03-23 00:00:00,Border Conflict,4,North America,129,23.95
E005468,2015-03-23 00:00:00,Terrorism,1,Asia,349,2.52
E005469,2017-12-25 00:00:00,Border Conflict,4,Europe,177,18.94
E005470,2015-01-01 00:00:00,Trade Sanction,7,South America,278,25.0
E005471,2017-03-05 00:00:00,Port Strike,3,Middle East,290,11.65
E005472,2020-08-16 00:00:00,Cyber Attack,5,Europe,159,25.71
E005473,2022-03-06 00:00:00,Cyber Attack,9,South America,148,38.12
E005474,2016-06-07 00:00:00,Cyber Attack,3,Asia,250,10.62
E005475,2022-07-23 00:00:00,War,7,South America,296,14.64
E005476,2017-07-24 00:00:00,Port Strike,5,South America,319,25.06
E005477,2024-04-10 00:00:00,Border Conflict,1,Asia,298,2.67
E005478,2022-02-28 00:00:00,Export Restriction,2,Middle East,218,10.72
E005479,2017-07-19 00:00:00,Export Restriction,9,North America,50,18.01
E005480,2020-03-30 00:00:00,Political Unrest,7,North America,22,35.45
E005481,2019-04-26 00:00:00,Cyber Attack,2,Asia,12,11.76
E005482,2020-02-02 00:00:00,Diplomatic Crisis,4,South America,106,10.83
E005483,2022-08-03 00:00:00,Political Unrest,1,Middle East,121,3.41
E005484,2019-12-15 00:00:00,Maritime Conflict,4,Africa,297,19.71
E005485,2018-11-29 00:00:00,Terrorism,4,South America,331,22.06
E005486,2019-02-07 00:00:00,Terrorism,8,South America,341,32.45
E005487,2021-03-23 00:00:00,Trade Sanction,10,North America,31,45.86
E005488,2019-05-25 00:00:00,Cyber Attack,4,Europe,345,11.78
E005489,2020-07-06 00:00:00,Port Strike,3,Africa,351,7.21
E005490,2025-08-30 00:00:00,Cyber Attack,8,Middle East,118,33.29
E005491,2024-11-21 00:00:00,Trade Sanction,3,North America,143,6.8
E005492,2017-03-31 00:00:00,Political Unrest,5,Asia,235,19.74
E005493,2019-04-13 00:00:00,Cyber Attack,8,Africa,190,46.75
E005494,2018-10-15 00:00:00,Terrorism,3,South America,163,14.44
E005495,2022-05-10 00:00:00,War,8,Asia,357,31.46
E005496,2025-06-14 00:00:00,Political Unrest,2,Middle East,86,4.53
E005497,2016-01-27 00:00:00,Export Restriction,7,Asia,39,26.39
E005498,2021-09-23 00:00:00,Border Conflict,1,North America,97,2.85
E005499,2015-09-18 00:00:00,Terrorism,2,Africa,318,4.29
E005500,2015-12-01 00:00:00,Political Unrest,6,Asia,226,26.45
E005501,2017-07-29 00:00:00,Cyber Attack,7,North America,327,36.29
E005502,2018-10-28 00:00:00,Port Strike,1,South America,347,3.75
E005503,2020-02-22 00:00:00,Port Strike,5,Europe,224,21.21
E005504,2020-08-19 00:00:00,Terrorism,6,Asia,345,17.31
E005505,2020-01-15 00:00:00,Political Unrest,7,Africa,152,30.77
E005506,2023-08-26 00:00:00,Diplomatic Crisis,4,Africa,249,16.12
E005507,2023-06-05 00:00:00,Cyber Attack,7,Africa,227,17.45
E005508,2016-01-28 00:00:00,War,6,Africa,180,32.75
E005509,2021-01-14 00:00:00,Trade Sanction,3,South America,172,16.79
E005510,2025-07-07 00:00:00,Terrorism,2,Europe,239,11.1
E005511,2015-07-29 00:00:00,Trade Sanction,2,Europe,78,10.04
E005512,2020-07-27 00:00:00,Export Restriction,10,Middle East,14,32.7
E005513,2023-03-15 00:00:00,Maritime Conflict,3,South America,59,16.85
E005514,2016-05-03 00:00:00,War,6,North America,313,21.59
E005515,2022-05-09 00:00:00,Maritime Conflict,10,Africa,12,42.62
E005516,2015-12-04 00:00:00,War,8,South America,275,42.45
E005517,2016-10-18 00:00:00,Terrorism,9,South America,339,30.43
E005518,2018-08-29 00:00:00,Political Unrest,5,Europe,308,21.85
E005519,2018-04-27 00:00:00,Port Strike,1,Asia,48,4.54
E005520,2026-12-30 00:00:00,Political Unrest,7,South America,29,14.73
E005521,2020-09-03 00:00:00,War,3,Asia,100,6.95
E005522,2016-11-16 00:00:00,Diplomatic Crisis,10,North America,20,46.6
E005523,2017-01-03 00:00:00,Maritime Conflict,9,Middle East,313,46.57
E005524,2019-09-29 00:00:00,Maritime Conflict,8,Africa,160,29.44
E005525,2016-05-02 00:00:00,Terrorism,2,North America,349,7.0
E005526,2018-10-23 00:00:00,Cyber Attack,1,Asia,77,2.24
E005527,2015-08-27 00:00:00,Diplomatic Crisis,1,Asia,104,2.54
E005528,2024-04-20 00:00:00,Diplomatic Crisis,10,Middle East,301,57.88
E005529,2018-02-28 00:00:00,Maritime Conflict,8,South America,21,40.77
E005530,2015-06-17 00:00:00,Diplomatic Crisis,7,Middle East,261,21.71
E005531,2022-12-08 00:00:00,Terrorism,5,North America,155,20.36
E005532,2016-07-18 00:00:00,Export Restriction,5,South America,300,25.82
E005533,2020-11-10 00:00:00,War,6,South America,111,35.17
E005534,2021-11-26 00:00:00,Trade Sanction,10,Asia,18,25.52
E005535,2017-05-24 00:00:00,Political Unrest,2,Middle East,142,8.09
E005536,2019-04-29 00:00:00,Port Strike,1,Africa,8,3.57
E005537,2021-07-18 00:00:00,Export Restriction,5,North America,342,26.79
E005538,2024-07-15 00:00:00,Maritime Conflict,9,Middle East,269,32.49
E005539,2025-10-05 00:00:00,Border Conflict,9,Asia,359,45.97
E005540,2016-07-29 00:00:00,Cyber Attack,4,Middle East,76,14.2
E005541,2021-01-14 00:00:00,Border Conflict,6,Asia,192,20.31
E005542,2020-01-12 00:00:00,Port Strike,1,Europe,221,2.53
E005543,2019-09-11 00:00:00,Diplomatic Crisis,7,South America,296,32.03
E005544,2023-10-22 00:00:00,Trade Sanction,10,North America,33,41.14
E005545,2023-09-01 00:00:00,Export Restriction,3,Asia,256,11.54
E005546,2022-05-14 00:00:00,Terrorism,10,Asia,7,54.59
E005547,2023-10-21 00:00:00,Diplomatic Crisis,8,Asia,308,18.55
E005548,2023-11-25 00:00:00,Port Strike,6,Middle East,150,35.67
E005549,2018-09-16 00:00:00,Diplomatic Crisis,7,Africa,193,33.76
E005550,2025-11-16 00:00:00,Diplomatic Crisis,1,North America,17,3.29
E005551,2017-03-23 00:00:00,Political Unrest,2,Africa,285,11.28
E005552,2018-09-25 00:00:00,War,5,Africa,328,12.68
E005553,2022-07-15 00:00:00,Trade Sanction,9,Middle East,155,26.13
E005554,2015-12-20 00:00:00,Trade Sanction,4,Africa,49,10.27
E005555,2025-02-02 00:00:00,Political Unrest,7,Europe,92,22.14
E005556,2023-01-18 00:00:00,Port Strike,5,Asia,26,14.78
E005557,2023-03-08 00:00:00,Political Unrest,6,Asia,310,15.46
E005558,2020-04-16 00:00:00,Maritime Conflict,9,South America,261,38.17
E005559,2017-03-19 00:00:00,Cyber Attack,4,South America,347,17.88
E005560,2017-07-27 00:00:00,Diplomatic Crisis,1,Middle East,272,3.02
E005561,2022-05-03 00:00:00,Political Unrest,9,South America,50,33.74
E005562,2023-03-11 00:00:00,Maritime Conflict,5,South America,71,21.66
E005563,2022-10-19 00:00:00,Border Conflict,4,Middle East,87,12.84
E005564,2024-07-27 00:00:00,Maritime Conflict,9,Asia,131,29.76
E005565,2017-04-29 00:00:00,Maritime Conflict,6,South America,322,30.31
E005566,2019-02-27 00:00:00,Terrorism,7,Asia,326,17.38
E005567,2022-03-07 00:00:00,Maritime Conflict,9,Asia,347,42.33
E005568,2019-11-30 00:00:00,Cyber Attack,10,Europe,167,22.84
E005569,2018-11-28 00:00:00,War,3,Europe,330,16.04
E005570,2018-01-21 00:00:00,Maritime Conflict,1,Europe,198,2.07
E005571,2023-03-08 00:00:00,Political Unrest,5,North America,238,20.53
E005572,2026-08-06 00:00:00,Maritime Conflict,2,Middle East,268,11.35
E005573,2019-03-29 00:00:00,Port Strike,1,Africa,82,4.29
E005574,2026-12-01 00:00:00,Trade Sanction,3,Africa,327,12.44
E005575,2016-11-29 00:00:00,Cyber Attack,6,North America,194,24.99
E005576,2022-12-24 00:00:00,Diplomatic Crisis,2,South America,23,10.72
E005577,2018-09-05 00:00:00,Trade Sanction,3,Europe,209,7.64
E005578,2021-09-08 00:00:00,Terrorism,5,Europe,192,25.49
E005579,2021-11-10 00:00:00,Diplomatic Crisis,9,Europe,214,45.3
E005580,2022-05-03 00:00:00,Diplomatic Crisis,8,Asia,135,29.08
E005581,2015-12-25 00:00:00,Cyber Attack,2,Asia,328,11.9
E005582,2020-10-04 00:00:00,Cyber Attack,8,North America,261,19.02
E005583,2015-11-25 00:00:00,Maritime Conflict,2,North America,167,8.1
E005584,2016-07-30 00:00:00,Export Restriction,7,South America,249,36.16
E005585,2023-10-31 00:00:00,Port Strike,10,Asia,146,24.47
E005586,2023-11-24 00:00:00,Trade Sanction,5,Middle East,202,29.44
E005587,2016-04-17 00:00:00,Export Restriction,7,Europe,14,33.97
E005588,2018-03-16 00:00:00,Maritime Conflict,10,North America,191,52.43
E005589,2020-11-18 00:00:00,Export Restriction,3,South America,211,15.52
E005590,2015-04-28 00:00:00,Border Conflict,5,Middle East,217,20.58
E005591,2019-07-11 00:00:00,Border Conflict,10,North America,156,24.94
E005592,2022-05-10 00:00:00,Maritime Conflict,4,Africa,93,13.42
E005593,2026-07-16 00:00:00,Terrorism,7,Middle East,347,31.52
E005594,2019-04-15 00:00:00,Border Conflict,1,Middle East,167,4.9
E005595,2023-07-28 00:00:00,War,7,Africa,327,29.85
E005596,2024-04-16 00:00:00,Cyber Attack,2,Asia,65,9.11
E005597,2020-08-27 00:00:00,Export Restriction,5,Asia,331,12.69
E005598,2015-05-22 00:00:00,Trade Sanction,2,South America,74,7.47
E005599,2021-11-13 00:00:00,Cyber Attack,2,Asia,111,9.57
E005600,2020-01-30 00:00:00,Maritime Conflict,6,Europe,35,23.11
E005601,2020-06-29 00:00:00,Diplomatic Crisis,9,Asia,342,37.53
E005602,2025-05-02 00:00:00,Diplomatic Crisis,1,Africa,299,4.32
E005603,2017-10-26 00:00:00,War,9,Asia,324,38.02
E005604,2020-09-18 00:00:00,Maritime Conflict,9,Asia,304,45.85
E005605,2021-05-26 00:00:00,Border Conflict,6,South America,215,20.88
E005606,2018-08-25 00:00:00,Diplomatic Crisis,2,Asia,283,8.98
E005607,2017-10-06 00:00:00,Cyber Attack,10,Africa,78,28.92
E005608,2017-07-24 00:00:00,Terrorism,1,Middle East,15,4.13
E005609,2021-06-25 00:00:00,Political Unrest,9,Middle East,162,42.84
E005610,2019-02-24 00:00:00,Border Conflict,9,Asia,21,28.97
E005611,2023-03-23 00:00:00,Port Strike,4,South America,143,23.34
E005612,2021-10-10 00:00:00,Port Strike,8,Middle East,361,38.4
E005613,2023-06-29 00:00:00,Political Unrest,3,South America,236,17.14
E005614,2018-12-26 00:00:00,Diplomatic Crisis,3,Africa,123,14.97
E005615,2019-03-28 00:00:00,Diplomatic Crisis,1,Middle East,314,4.83
E005616,2026-07-08 00:00:00,Diplomatic Crisis,2,Asia,301,7.5
E005617,2018-05-28 00:00:00,War,7,North America,305,18.07
E005618,2016-09-15 00:00:00,Political Unrest,8,Africa,35,32.69
E005619,2021-08-26 00:00:00,Political Unrest,8,Europe,250,26.28
E005620,2018-03-25 00:00:00,Export Restriction,6,Middle East,214,27.79
E005621,2024-10-30 00:00:00,War,4,Africa,87,9.87
E005622,2018-01-11 00:00:00,Border Conflict,6,Middle East,96,23.49
E005623,2016-05-02 00:00:00,Terrorism,4,Middle East,355,12.12
E005624,2018-12-27 00:00:00,Trade Sanction,2,Europe,9,10.66
E005625,2021-01-09 00:00:00,Export Restriction,2,Middle East,314,9.45
E005626,2015-03-20 00:00:00,Diplomatic Crisis,5,North America,27,11.69
E005627,2019-09-17 00:00:00,Border Conflict,9,Europe,316,29.19
E005628,2022-10-10 00:00:00,Export Restriction,2,North America,336,5.34
E005629,2019-03-07 00:00:00,Cyber Attack,9,Asia,137,30.44
E005630,2021-12-23 00:00:00,Trade Sanction,5,Asia,15,24.12
E005631,2023-05-21 00:00:00,Terrorism,2,North America,161,6.36
E005632,2015-12-30 00:00:00,War,7,South America,117,31.87
E005633,2025-08-01 00:00:00,Trade Sanction,9,Europe,150,47.49
E005634,2024-08-01 00:00:00,Port Strike,8,Europe,265,47.98
E005635,2015-05-30 00:00:00,Maritime Conflict,9,South America,142,23.0
E005636,2026-05-12 00:00:00,Cyber Attack,10,Middle East,46,41.12
E005637,2022-07-02 00:00:00,Diplomatic Crisis,2,Asia,132,8.72
E005638,2024-08-23 00:00:00,Diplomatic Crisis,3,Africa,169,10.01
E005639,2017-04-25 00:00:00,War,10,Europe,137,47.0
E005640,2025-07-15 00:00:00,Diplomatic Crisis,6,Asia,92,15.08
E005641,2023-06-24 00:00:00,War,3,Europe,345,11.33
E005642,2026-08-20 00:00:00,Political Unrest,7,Middle East,284,28.78
E005643,2022-01-17 00:00:00,Port Strike,7,Asia,58,19.59
E005644,2021-09-20 00:00:00,Cyber Attack,10,Africa,105,53.12
E005645,2021-04-27 00:00:00,Terrorism,7,Middle East,85,23.67
E005646,2015-03-18 00:00:00,Trade Sanction,6,Asia,235,23.91
E005647,2022-07-04 00:00:00,Diplomatic Crisis,7,North America,252,28.41
E005648,2017-04-25 00:00:00,Cyber Attack,5,South America,287,28.54
E005649,2018-06-28 00:00:00,Port Strike,2,Asia,229,9.19
E005650,2025-12-19 00:00:00,Border Conflict,3,Asia,41,8.23
E005651,2019-10-08 00:00:00,Trade Sanction,4,Europe,358,22.38
E005652,2020-02-12 00:00:00,Terrorism,2,Africa,250,8.91
E005653,2026-05-30 00:00:00,Trade Sanction,10,Middle East,176,25.31
E005654,2024-02-15 00:00:00,Port Strike,10,Africa,17,57.84
E005655,2016-06-19 00:00:00,Trade Sanction,5,North America,52,14.95
E005656,2020-08-14 00:00:00,Trade Sanction,3,North America,227,13.33
E005657,2026-03-13 00:00:00,Maritime Conflict,5,Europe,294,13.14
E005658,2023-11-25 00:00:00,Port Strike,3,Asia,217,17.11
E005659,2022-01-20 00:00:00,Export Restriction,1,South America,9,3.84
E005660,2020-11-11 00:00:00,Maritime Conflict,6,Asia,12,15.1
E005661,2022-11-16 00:00:00,Trade Sanction,8,Africa,204,18.81
E005662,2021-01-25 00:00:00,Maritime Conflict,2,Europe,37,9.68
E005663,2026-11-24 00:00:00,Export Restriction,7,North America,308,30.97
E005664,2020-03-13 00:00:00,Export Restriction,7,Africa,136,30.08
E005665,2016-07-21 00:00:00,Border Conflict,2,North America,340,10.43
E005666,2024-11-21 00:00:00,Terrorism,6,Asia,364,33.12
E005667,2016-01-14 00:00:00,Export Restriction,1,South America,200,2.43
E005668,2018-07-24 00:00:00,Trade Sanction,1,Middle East,308,5.87
E005669,2023-08-26 00:00:00,Cyber Attack,4,North America,89,19.83
E005670,2017-06-14 00:00:00,Cyber Attack,2,North America,307,4.74
E005671,2016-09-12 00:00:00,Export Restriction,8,Europe,49,17.9
E005672,2015-06-05 00:00:00,Diplomatic Crisis,1,South America,45,5.27
E005673,2023-07-15 00:00:00,Trade Sanction,4,South America,41,19.95
E005674,2025-11-05 00:00:00,Trade Sanction,3,North America,52,6.82
E005675,2021-04-04 00:00:00,Export Restriction,4,Africa,173,23.81
E005676,2022-08-25 00:00:00,Trade Sanction,8,Europe,218,35.95
E005677,2015-03-28 00:00:00,Political Unrest,2,South America,197,9.06
E005678,2024-05-13 00:00:00,Maritime Conflict,6,Africa,236,16.81
E005679,2025-09-27 00:00:00,Trade Sanction,1,Europe,328,4.96
E005680,2019-01-26 00:00:00,Cyber Attack,8,Middle East,79,45.77
E005681,2026-12-14 00:00:00,Trade Sanction,8,South America,41,23.13
E005682,2020-05-22 00:00:00,Trade Sanction,8,Asia,242,18.33
E005683,2021-11-14 00:00:00,Political Unrest,9,South America,79,43.47
E005684,2025-01-17 00:00:00,War,5,South America,37,15.43
E005685,2022-11-28 00:00:00,Export Restriction,7,South America,163,17.37
E005686,2019-12-29 00:00:00,Export Restriction,8,South America,108,34.57
E005687,2024-04-04 00:00:00,Trade Sanction,8,Middle East,165,44.5
E005688,2015-02-24 00:00:00,War,1,Asia,52,4.34
E005689,2016-03-23 00:00:00,Diplomatic Crisis,4,Middle East,292,22.75
E005690,2026-08-06 00:00:00,Diplomatic Crisis,3,South America,149,17.34
E005691,2015-01-16 00:00:00,Maritime Conflict,1,Europe,342,4.68
E005692,2026-02-14 00:00:00,Political Unrest,10,Asia,16,53.03
E005693,2016-05-28 00:00:00,Export Restriction,4,Europe,314,17.21
E005694,2019-01-19 00:00:00,Cyber Attack,6,Europe,186,26.35
E005695,2025-04-01 00:00:00,Political Unrest,3,South America,121,17.22
E005696,2016-05-20 00:00:00,Border Conflict,2,North America,288,7.58
E005697,2022-11-06 00:00:00,Maritime Conflict,7,North America,32,25.46
E005698,2019-11-03 00:00:00,Port Strike,4,Asia,58,22.39
E005699,2019-06-03 00:00:00,Export Restriction,1,Middle East,236,5.21
E005700,2018-06-24 00:00:00,Border Conflict,6,South America,136,33.54
E005701,2025-10-24 00:00:00,Terrorism,1,North America,252,4.53
E005702,2023-03-05 00:00:00,Trade Sanction,10,Asia,31,55.4
E005703,2017-10-01 00:00:00,Port Strike,10,South America,47,30.64
E005704,2023-01-13 00:00:00,Export Restriction,3,Europe,323,12.96
E005705,2019-01-18 00:00:00,Diplomatic Crisis,1,Africa,108,5.3
E005706,2023-07-18 00:00:00,Port Strike,6,Africa,154,25.1
E005707,2017-12-06 00:00:00,Maritime Conflict,2,Africa,161,8.17
E005708,2017-07-11 00:00:00,Border Conflict,7,Middle East,62,39.36
E005709,2018-05-31 00:00:00,Port Strike,4,North America,59,22.06
E005710,2016-03-19 00:00:00,Diplomatic Crisis,6,Europe,357,29.09
E005711,2017-01-21 00:00:00,Political Unrest,3,Africa,157,7.35
E005712,2017-07-08 00:00:00,Border Conflict,4,Europe,364,11.34
E005713,2025-02-25 00:00:00,Trade Sanction,3,Europe,327,9.29
E005714,2016-03-18 00:00:00,Border Conflict,9,Europe,101,23.06
E005715,2024-04-11 00:00:00,Port Strike,7,Asia,172,14.22
E005716,2024-06-04 00:00:00,Maritime Conflict,10,Europe,49,35.1
E005717,2022-12-12 00:00:00,Border Conflict,10,Europe,15,47.28
E005718,2016-03-17 00:00:00,Political Unrest,10,Europe,84,31.62
E005719,2020-01-03 00:00:00,Maritime Conflict,9,North America,236,22.42
E005720,2015-08-27 00:00:00,Cyber Attack,3,Africa,361,6.95
E005721,2025-01-31 00:00:00,Diplomatic Crisis,4,Africa,23,13.24
E005722,2025-07-01 00:00:00,Border Conflict,4,South America,103,8.63
E005723,2024-07-30 00:00:00,Diplomatic Crisis,8,Middle East,7,34.8
E005724,2025-08-01 00:00:00,War,5,North America,335,22.98
E005725,2015-04-29 00:00:00,Export Restriction,8,Middle East,354,20.41
E005726,2019-08-30 00:00:00,Diplomatic Crisis,2,Africa,97,10.67
E005727,2025-11-12 00:00:00,Terrorism,4,Asia,250,21.46
E005728,2020-12-09 00:00:00,Political Unrest,1,Africa,190,5.8
E005729,2022-06-11 00:00:00,Border Conflict,1,Europe,187,2.96
E005730,2016-06-13 00:00:00,Cyber Attack,8,Middle East,248,44.9
E005731,2019-04-11 00:00:00,Political Unrest,6,Asia,65,30.73
E005732,2023-09-14 00:00:00,Terrorism,8,Asia,264,31.29
E005733,2020-08-13 00:00:00,Diplomatic Crisis,3,Middle East,33,12.93
E005734,2021-06-26 00:00:00,Terrorism,4,North America,233,16.45
E005735,2023-07-26 00:00:00,Maritime Conflict,10,Middle East,70,26.19
E005736,2019-07-19 00:00:00,Diplomatic Crisis,4,Europe,234,20.84
E005737,2018-03-26 00:00:00,Cyber Attack,1,Middle East,64,3.66
E005738,2018-11-27 00:00:00,Terrorism,4,Europe,82,8.99
E005739,2025-09-14 00:00:00,Border Conflict,1,Europe,135,2.65
E005740,2021-04-12 00:00:00,Export Restriction,10,Africa,184,53.54
E005741,2016-01-18 00:00:00,Maritime Conflict,6,Middle East,66,35.4
E005742,2024-07-29 00:00:00,Port Strike,9,Africa,249,20.67
E005743,2017-02-12 00:00:00,Diplomatic Crisis,1,South America,120,2.87
E005744,2023-05-20 00:00:00,Diplomatic Crisis,9,North America,78,34.3
E005745,2017-05-19 00:00:00,Maritime Conflict,5,South America,163,16.71
E005746,2019-12-08 00:00:00,Border Conflict,3,North America,261,6.84
E005747,2024-06-05 00:00:00,Diplomatic Crisis,10,Middle East,59,53.24
E005748,2016-03-14 00:00:00,Political Unrest,5,Middle East,53,23.63
E005749,2024-03-04 00:00:00,Trade Sanction,2,South America,11,9.27
E005750,2018-08-19 00:00:00,Terrorism,7,North America,34,26.5
E005751,2015-07-13 00:00:00,Political Unrest,10,Europe,328,34.89
E005752,2019-10-04 00:00:00,Port Strike,5,Middle East,146,29.74
E005753,2024-09-29 00:00:00,Political Unrest,6,North America,364,25.25
E005754,2023-11-26 00:00:00,Border Conflict,2,Asia,355,9.12
E005755,2019-08-24 00:00:00,Diplomatic Crisis,5,North America,246,26.65
E005756,2024-09-09 00:00:00,Export Restriction,7,South America,33,35.95
E005757,2016-02-06 00:00:00,Diplomatic Crisis,3,Europe,67,6.05
E005758,2026-05-30 00:00:00,Trade Sanction,8,Europe,173,43.62
E005759,2025-06-05 00:00:00,Border Conflict,5,Africa,260,11.29
E005760,2025-03-21 00:00:00,War,7,Middle East,237,37.39
E005761,2018-01-08 00:00:00,Trade Sanction,5,Asia,180,12.54
E005762,2023-08-27 00:00:00,Political Unrest,10,Middle East,232,32.21
E005763,2022-12-02 00:00:00,Port Strike,10,Middle East,31,56.79
E005764,2026-10-11 00:00:00,Export Restriction,6,North America,143,12.39
E005765,2021-05-07 00:00:00,Political Unrest,9,Africa,234,25.33
E005766,2023-11-01 00:00:00,Port Strike,1,Middle East,266,4.04
E005767,2020-10-06 00:00:00,Political Unrest,7,Middle East,269,31.86
E005768,2023-09-09 00:00:00,Trade Sanction,4,South America,74,14.02
E005769,2019-12-15 00:00:00,Cyber Attack,5,Africa,284,15.75
